ID,Date,Time,Comment Level,Username,Opinion,Sentiment,topic_comment,Topic_article,comment
8dc50c9f-0033-4992-922a-d60accf92fae,2021-07-13,15:59,0,knielang,neutral,neutral,infektion,überblick,"Brasilien hat die niedrigste Zahl bei den täglichen Neuinfektionen seit mehr als einem halben Jahr registriert.   Wieder Fusch mit Einzeltagen. Die Inzidenz liegt dort bei 148, zuletzt war sie im Februar niedriger. Die Sterberate liegt täglich über 6/Mio, Anfang Februar waren es knapp 5/Mio."
34882094-f400-46a8-ad13-b50dc8d31b53,2020-11-20,11:55,0,knielang,neutral,negative,infektion,überblick,"Das 7-Tage-Mittel liegt in D jetzt bei 18.353 Infizierten (Vortag 18.337) und 204 Toten (Vortag 198). Es ist im Vergleich zu letztem Donnerstag um 2,7% gesunken, bei den Toten um 30% gestiegen. Auch wenn das 7-T-Mittel zum 2.Mal leicht gestiegen ist, liegt es unter dem Wert der Vorwoche. Stagnation, Babyschritte."
529f745f-c1a5-47ad-8be5-7121e770bf66,2021-05-01,18:07,0,knielang,neutral,negative,maßnahmen,überblick,"Ich finde man sollte alle Tankstellen schließen, es ist doch viel praktischer wenn man sich sein Benzin in der Apotheke holen kann. Wenn man schon mal da ist kann man sich bei der Gelegenheit auch gleich impfen lassen. Diese anonyme Massenabfertigung am Ortsrand ist doch etwas würdelos, wo es doch um das geht was für viele Deutsche das Wichtigste ist."
84fc0050-d691-4566-8fd9-ad824f80a93b,2021-06-06,15:19,0,knielang,neutral,neutral,infektion,überblick,"Das UK meldet 5.341 Neuinfektionen, vor einer Woche waren es noch 3.240. Damit liegt die Inzidenz wieder über 49 und der wöchentliche Zuwachs liegt jetzt bereits bei 49%, wird also bislang immer noch schneller."
fc5afccc-33f1-4f88-a1e9-7e4cb9d34e3f,2021-01-07,11:01,0,knielang,neutral,negative,maßnahmen,überblick," Die englischen Schüler dürften derzeit dort nicht zur Schule. Insofern müssen entschieden werden, ob der Austausch Sinn mache oder die Gruppe lieber wieder zurückgeholt werde.  So etwas macht zur Zeit überhaupt gar keinen Sinn. Unfassbar dass die da nach Weihnachten hingeflogen sind. Lesen die keine Nachrichten? Zudem ist das keine notwendige Reise."
33bd59e9-e416-45d4-8d3a-cb045e2a7f77,2021-06-15,05:37,0,knielang,neutral,neutral,infektion,überblick,"EU-weit ist die Inzidenz auf 31,0 gesunken (-27% wö), die täglichen Todesfälle auf 539 bzw. 1,21/Mio (-8% wö) gesunken. Vor einem Jahr: EU-weit ist die Inzidenz auf 6,0 gesunken (+5% wö), die täglichen Todesfälle auf 191 bzw. 0,43/Mio (-27% wö) gesunken."
f7b79781-3f6b-4574-9737-937ec7411eb8,2021-04-22,15:10,0,knielang,neutral,neutral,infektion,überblick,"Schweden hat wieder knapp 8.000 Neuinfektionen, die Inzidenz ist leicht gestiegen und PM Löfven sagt mögliche Lockerungen werden weiter nach hinten verschoben. Die Schweden wollen es so. Eigenverantwortung."
bc99f485-b716-45f0-957b-6d7d8d1079dd,2021-03-01,17:04,0,knielang,neutral,neutral,impfung,überblick,"Bundesregierung lehnt Freigabe von AstraZeneca-Impfstoff für alle ab  Er sollte zunächst für alle 3 Prio-Gruppen freigegeben werden, da gibt es Millionen Interessierte."
17d15e32-3dd2-40a2-be53-806fb4b8d50d,2021-03-09,23:39,0,knielang,neutral,neutral,infektion,überblick,"Brasilien meldet mit 1.972 Covid-Toten einen neuen, offiziellen Höchststand."
201f11d1-ccd4-4a71-9706-758e2bb59aef,2021-05-14,10:03,0,knielang,neutral,neutral,impfung,überblick,"Wir sollten in Berlin eine Volksimpfhalle bauen, Kuppelhöhe mindestens 300m, wegen der Aerosole. Das erste Impfzentrum das von Mars aus sichtbar ist."
76b03086-18da-4c25-9258-bc80b03d668b,2021-02-18,18:56,0,knielang,negative,neutral,impfung,impfung,"Ich hätte gern einen J&J als Starter, aber bitte nicht zu kalt, im Hauptgang dann den BioNTech und als Dessert nehme ich den CureVac, aber Gluten-frei."
0881c4e7-0bac-471e-9d40-c9a153d7f16f,2020-10-03,20:09,0,knielang,negative,negative,usa,usa,"Die Sauerstoffsättigung von Trumps Bluts habe zuletzt bei 95 Prozent gelegen, sagte Conley noch.  Pah, das ist doch gar nichts. Übrigens: zum Twittern reichen auch 60%."
bb94d78f-d15a-4259-9dc1-82edf2f04d75,2020-11-13,17:42,0,knielang,negative,negative,lockerung,überblick,"Die Slowakei will ab Montag Kirchen, Kinos und Theater aufmachen, aber nur mit halber Kapelle. Inzidenz: 240. Die haben sich das bestimmt richtig gut überlegt."
15480e9e-86e8-438d-b081-4c0243c1e35f,2020-10-31,00:18,0,knielang,neutral,neutral,infektion,überblick,"Laut worldometer waren es gestern mehr als 574.000 Neuinfektionen weltweit, davon mehr als die Hälfte (303k+) in Europa. Fast 7.500 Tote, davon über 3.000 in Europa. Wir sind der ""Hotspot"" und die Pandemie nimmt jetzt erst richtig Fahrt auf. Wann und wo der Höhepunkt erreicht wird lässt sich noch nicht sagen."
93a88477-2cd3-4b6b-9f46-d317c523b8b3,2021-05-29,15:02,0,knielang,neutral,neutral,infektion,überblick,"»Ich würde bei den vier Spielern täglich einen PCR-Test machen lassen, der dann sequenziert, also auf die indische Variante untersucht wird.  Ja klar, tägliche Sequenzierung, was soll das bringen? Wenn sie infiziert sind, sind sie erstmal raus, egal womit. Da die aber regelmäßig getestet werden, kann man hier wohl auf eine Quarantäne verzichten, zumal die ja in der ""Blase"" leben. Gündogan und Havertz waren zudem bereits infiziert."
db7196be-852b-44ad-9b8d-e7513d0adb2c,2020-12-28,13:40,0,knielang,positive,negative,maßnahmen,überblick,"Die Debatte um Produktionssteigerungen kommt mindestens Monate zu SPÄT, die um Sonderrechte mindestens 3 Monate zu FRÜH. Jetzt geht es darum die Inzidenz möglichst deutlich unter 50 zu bekommen und nicht um Wünsch-dir-was. Das ist auch das Einzige das jeder selbst in der Hand hat."
3cf41a7f-c228-42c0-a0a1-00b008a2b613,2021-06-23,06:33,0,knielang,neutral,neutral,infektion,überblick,"Kolumbien ist jetzt nicht nur das zehnte Land mit offiziell über 100.000 Covidtoten, es hat zur Zeit mit täglich 12,2/Mio auch einer der höchsten Sterberaten. Saisonale Effekte spielen dort wohl weniger eine Rolle. Auch in Chile steigt die Sterberate weiter an, auf 6,2/Mio. Impfungen alleine sind nicht die Lösung. In Paraguay, Uruguay und Argentinien läuft es noch deutlich schlechter, zumindest sinken dort die Zahlen der Todesopfer wieder."
a4e4c695-010f-4d53-a191-71dc8bb70f3b,2020-12-22,12:42,0,knielang,negative,neutral,briten,überblick,Die größte Sorge der Briten ist anscheinend zur Zeit das Fisch aus Schottland nicht mehr rechtzeitig zu Weihnachten in Spanien ankommt. Prioritäten eben.
8d587e20-b10a-4ebf-8d70-216ca423549d,2021-02-26,23:56,0,knielang,positive,neutral,lockdown,überblick,"Tschechien weiter im Ausnahmezustand – Sie plant eine Schließung aller Schulen sowie weiterer Geschäfte und will nur noch unbedingt notwendige Reisen im Land erlauben.  Man kann den eigenen Landkreis nur noch mit triftigem Grund verlassen. Das Land bekommt jetzt also einen quasi-lockdown, bei einer Inzidenz von 700 - immerhin. "
3b285ee9-443c-4ff2-9f98-012cfdadc87b,2020-11-26,14:32,0,knielang,positive,negative,lockdown,überblick,"Wir treten seit 2 Wochen nur auf der Stelle. Vor 2 Wochen war die Inzidenz in Frankreich 4-mal (!) höher als bei uns, vermutlich schon morgen wird sie niedriger sein. Wir ziehen es in die Länge und fahren gerade stur die zweit-schlechteste Alternative. Wir verk@cken es richtig, aber Skifahren und Böller sind gerade wichtiger. Der shutdown kam viel zu spät und wer zu spät kommt, den bestraft das Leben."
f7b79781-3f6b-4574-9737-937ec7411eb8,2021-04-22,15:10,0,knielang,neutral,neutral,infektion,überblick,"Schweden hat wieder knapp 8.000 Neuinfektionen, die Inzidenz ist leicht gestiegen und PM Löfven sagt mögliche Lockerungen werden weiter nach hinten verschoben. Die Schweden wollen es so. Eigenverantwortung."
76aab31b-ad5f-4b85-9055-7d82a53831f5,2021-05-15,20:37,0,knielang,neutral,neutral,infektion,überblick,Jetzt kann man sich endlich wieder mal sinnvolleren Dingen zuwenden und die 35er Inzidenz für die BL in Angriff nehmen. In S-H und HH sieht es da ja schon ganz gut aus.
eec45d68-aab5-4fcf-b531-cef72de9cbea,2020-11-23,17:30,0,knielang,negative,negative,demos,überblick,"»So wie die Demonstranten keine Rücksicht auf die Gesundheit anderer Bürger nehmen, so haben sie auch keinen Respekt vor NS-Opfern. Das ist ein widerliches Schauspiel«, kritisierte Schuster.  Darunter sind eben auch recht viele F@schisten, das muss man mal ganz klar sagen."
a00f028e-2362-4292-9123-1291b60d8b81,2021-06-09,09:31,0,knielang,,,,,"Der Coronalockdown in der australischen Millionenmetropole Melbourne wird ab Freitag deutlich gelockert. Unter anderem werden die Schulen wieder geöffnet und die Menschen dürfen sich wieder im Umkreis von 25 Kilometern um ihre Häuser bewegen, ...  So viel Leichtsinn könnte man sich hier in D gar nicht vorstellen und das bei einer Inzidenz von 0,3."
3db8f7fe-251b-4cb3-988a-5471de84009d,2021-03-02,18:48,0,knielang,,,,,"Die gesamten Nachwehen seit Juli letzten Jahres ist eine Kette von Digitalisierungsversagen.« Mit breiten Tests – nicht nur für Menschen mit Corona-Symptomen – und einem smarten Zertifizierungssystem hätte die Entwicklung abgefangen werden können, ...  Wir hatten als Gesellschaft (nicht nur die Politik) nicht den Willen die Pandemie konsequent zu bekämpfen. Ab August haben wir es ""einfach laufen lassen"", weil die Intensivstationen ja nicht voll waren. So simpel sind wir gestrickt. Wir haben als Gesellschaft versagt."
def4a760-0f8e-4c33-a483-e2163eab32df,2021-05-18,11:03,0,knielang,,,,,"Die Immunantwort sei in diesem Fall zwischen 30 und 40 Mal größer als bei einer Kontrollgruppe,   Das ist mal wieder so eine typisch schwammige Formulierung aus einer Reuters-Meldung. Etwas genauer erläutert sollte es schon sein, sonst werden wieder die wildesten Schlussfolgerungen daraus abgeleitet."
4c79e8e4-e26d-4d23-a7f5-a3eebb29c781,2020-12-21,17:52,0,knielang,,,,,"EU-Kommission genehmigt Corona-Impfstoff von Biontech und Pfizer  Heute hätte ich nicht mehr damit gerechnet, aber dann kann es ja gleich um 19:00 mit dem Impfen los gehen.  Ok, aber morgen dann um 07:00, ja?"
2decc27e-4dfb-43ec-aebe-ffb717b44497,2021-07-16,12:02,0,knielang,,,,,"Wegen stark steigender Coronazahlen stuft die Bundesregierung ab Sonntag die Niederlande, Griechenland und Teile Dänemarks als Risikogebiete ein.  Ist das ein Witz oder was? Die NL gleich zum Hochinzidenzgebiet machen und Griechenland ist auch bald über 200."
201f11d1-ccd4-4a71-9706-758e2bb59aef,2021-05-14,10:03,0,knielang,neutral,neutral,impfung,überblick,"Wir sollten in Berlin eine Volksimpfhalle bauen, Kuppelhöhe mindestens 300m, wegen der Aerosole. Das erste Impfzentrum das von Mars aus sichtbar ist."
468bba39-60b6-4790-b268-38ea4a381718,2021-02-18,14:50,0,knielang,,,,,"Mal was anderes: wie sieht es denn mit u35 in den USA aus, will da jemand eine Prognose abgegeben? Ich tippe auf September oder dann nächstes Jahr. Portugal liegt übrigens schon unter der Inzidenz in Amiland."
94f10c8f-a814-4a6d-b848-5783edda4eae,2020-10-04,18:06,0,knielang,,,,,"Das belegt exemplarisch das Versagen der USA im Umgang mit der Pandemie. Es gibt keine umfassende nationale Strategie, stattdessen fantastische und widersprüchliche Ansagen."
a591bbe1-1ba2-4696-9781-0b7aa6306902,2021-02-07,17:32,0,knielang,,,,,»möglichst bundesweit einheitlich festzulegenden Kriterien für einen Stufenplan«  Das ist schon seit einem halben Jahr überfällig. Dann kann man sich die ganzen unsäglichen Lockerungsdebatten sparen und sich auf die wesentlichen Dinge konzentrieren. Gelockert wird wenn die Kriterien erfüllt sind.
27b76213-9fbc-4a32-bfbc-18dcac00af10,2021-04-16,12:25,0,knielang,,,,,"Die EU sollte Russland ab Juli monatlich 1 Mio Dosen BT anbieten, als humanitäre Hilfe. Das Elend ist ja nicht mehr länger mit anzusehen."
9ba02853-7b47-41e9-be3c-f219f95ab97b,2021-07-19,21:06,0,knielang,,,,,Mehr als 161 Millionen US-Bürger vollständig geimpft  In der EU sind es 190 Mio. Und die Quote bei den Erstgeimpften liegt bereits höher. Die Problemkinder bleiben Bulgarien und Rumänien.
47070b88-6aa0-413e-b3ef-406506523c4c,2021-02-14,15:41,0,knielang,,,,,"Die sogenannte Sieben-Tage-Inzidenz ging weiter zurück und lag bei 57,4.   Läuft doch, nächste Woche sind wir unter 50 und bis Ende des Monats unter 35. Dann mit Vorsicht und Verstand öffnen so das R unter 1 bleibt und die Zahlen weiter sinken. Wenn der Anteil der Mutanten bei etwa 50% liegt wird R=1 sein und dann wohl steigen, das soll wohl Anfang April der Fall sein. Hoffentlich hilft uns dann das Wetter und die Impfungen."
92f10e72-885c-43bb-b66e-b3a479776fce,2021-05-02,14:00,0,knielang,,,,,"Tschechien kein Hochinzidenzgebiet mehr  Die Inzidenz liegt bei 139, das ist deutlich unter 200 und niedriger als bei uns."
f5ed9ac0-c94e-4b69-89d9-419883ab07bf,2021-07-15,13:03,0,knielang,,,,,"Nach Phuket hat auch Thailands zweitgrößte Insel Ko Samui ein Modellprojekt für geimpfte Touristen gestartet. Nun dürfen vollständig Geimpfte aus 69 Ländern wieder quarantänefrei auf der beliebten Insel Urlaub machen, ...  Naja, eine gewisse Form der Quarantäne gibt es ja weiterhin. Auf Phuket gehörte aber zu dem Projekt auch 70% der Bevölkerung dort zu impfen, das fand man wohl nicht in ganzen Land gerecht. Soll das auf Samui auch so sein?"
d33cedf0-d16a-4789-82b7-7ab61ab116bb,2020-04-20,04:06,0,knielang,,,,,"Seit etwa 2 Wochen machen die USA etwa 150.000 Tests täglich, keine Steigerung. Seit etwa 2 Wochen melden die USA etwa 30.000 neue Fälle täglich."
f8f9e294-1d56-47b1-bcee-d7ff25cc422f,2021-04-17,10:55,0,knielang,,,,,Unbekannte kippen Farbe auf Privatauto von Karl Lauterbach  Wenn es jemand wagt Fakten zu präsentieren wird er bekämpft. QD bekämpft Demokratie und Meinungsfreiheit. QD bekämpft Fakten.
f9941b91-b6be-4d4c-add1-e1bb380fb51e,2020-12-27,11:54,0,knielang,,,,,"Die Briten haben sich auch schon vorher kaum an Quarantänebestimmungen gehalten, nach einer repräsentativen Umfrage im UK."
6324a215-2f5b-48ef-9c86-0e7137b7bed0,2021-05-10,08:03,0,knielang,,,,,"𝘛𝘦𝘪𝘤𝘩𝘦𝘳𝘵 𝘷𝘦𝘳𝘸𝘪𝘦𝘴 𝘥𝘢𝘳𝘢𝘶𝘧, 𝘥𝘢𝘴𝘴 𝘚𝘵𝘶𝘥𝘪𝘦𝘯 𝘥𝘢𝘷𝘰𝘯 𝘢𝘶𝘴𝘨𝘦𝘩𝘦𝘯, 𝘥𝘢𝘴𝘴 𝘕𝘢𝘤𝘩𝘪𝘮𝘱𝘧𝘶𝘯𝘨𝘦𝘯 𝘯𝘢𝘤𝘩 𝘴𝘦𝘤𝘩𝘴 𝘔𝘰𝘯𝘢𝘵𝘦𝘯 𝘧𝘢̈𝘭𝘭𝘪𝘨 𝘸𝘦𝘳𝘥𝘦𝘯.  Wieso das? Die meisten haben doch nach 6 Monaten noch ausreichend Antikörper, vermutlich auch nach 9 Monaten und Antikörper sind nicht alles."
97d2d7e0-d513-4dee-80be-19808b79a919,2020-10-01,17:41,0,knielang,,,,,"Dem RKI Bericht vom Dienstag kann man entnehmen das die Zahl der Hospitalisierungen von 250 in der KW28 auf 550 in der KW38 gestiegen ist. Zudem liegt der Anteil der Infizierten die ""keine, bzw. keine für Covid-19 bedeutsamen Symptome"" haben in den letzten beiden Wochen bei nur noch knapp 19%. Das mal als Info an die, die meinen ""es passiert nichts"" oder ""wieso gibt es dazu keine Zahlen""."
f5ed9ac0-c94e-4b69-89d9-419883ab07bf,2021-07-15,12:50,0,knielang,,,,,"»Du hast nur einmal die Chance, hart und schnell zu reagieren«, sagte Andrews laut der Nachrichtenagentur Reuters in einer Pressekonferenz. »Wenn du wartest, zögerst, oder zweifelst, wirst du dir später immer wünschen, du hättest frühere mehr getan«, begründet Andrews den Schritt.  Das ist wohl ein Seitenhieb auf seine Kollegin in New South Wales, sie hat zu lange gezögert. Hart und schnell ist auch das Motto in Neuseeland."
1d7ad3f5-a9b8-4306-b3c6-c0fada5ef03c,2020-09-30,14:44,0,knielang,,,,,"Ich bin im Guardian blog gerade über einen Artikel über die deutsche Sitte des ""Lüftens"", als Teil der Corona-Prävention, gestolpert, der teilweise unfreiwillig komisch ist. Die Autorin scheint davon ziemlich fasziniert zu sein."
fc68d04d-0186-4b5a-b993-bf602f0f6f3a,2020-12-15,07:21,0,knielang,,,,,"Es gilt ein Appell, bis zum 10. Januar auf alle nicht zwingend notwendigen Reisen zu verzichten, verboten werden diese jedoch nicht.   Na dann haben wir ja noch immer keinen ""lockdown"", Betriebe bleiben weitestgehend offen, also sagen wir mal einen ""3/4-shutdown""."
edd59a79-a2ae-48a4-9a99-b4bf7a945d2a,2021-04-03,13:40,0,knielang,,,,,Tourismusverbot: Mecklenburg-Vorpommern weist Dutzende Autofahrer aus  Ausschließlich auf Eigenverantwortung zu setzen kann in unserer Gesellschaft offensichtlich nicht funktionieren.
201f11d1-ccd4-4a71-9706-758e2bb59aef,2021-05-14,10:03,0,knielang,neutral,neutral,impfung,überblick,"Wir sollten in Berlin eine Volksimpfhalle bauen, Kuppelhöhe mindestens 300m, wegen der Aerosole. Das erste Impfzentrum das von Mars aus sichtbar ist."
fd3960b3-a012-42d0-9fda-e331df56c65a,2020-09-27,20:10,0,knielang,,,,,"Wir verstehen nicht, warum die Leute in der U-Bahn sicherer sein sollen als in unseren Betrieben""  Es geht nicht allein um das unterschiedliche Risiko. Wenn man die Fallzahlen insgesamt runter bringen möchte, dann schaut man auch wo man Maßnahmen einfacher umsetzen kann und das ist bei Bars eben einfacher als bei der Metro.  ""Wir verstehen auch nicht, warum das Virus bis 21.59 Uhr ungefährlich ist und ab 22.01 Uhr tödlich.""  Solch billige Polemik geht völlig am Thema vorbei und ist überhaupt nicht hilfreich."
34882094-f400-46a8-ad13-b50dc8d31b53,2020-11-20,11:55,0,knielang,neutral,negative,infektion,überblick,"Das 7-Tage-Mittel liegt in D jetzt bei 18.353 Infizierten (Vortag 18.337) und 204 Toten (Vortag 198). Es ist im Vergleich zu letztem Donnerstag um 2,7% gesunken, bei den Toten um 30% gestiegen. Auch wenn das 7-T-Mittel zum 2.Mal leicht gestiegen ist, liegt es unter dem Wert der Vorwoche. Stagnation, Babyschritte."
dc560e1e-1b01-4bca-aac5-d1b5b3bf0e45,2021-02-13,14:59,0,knielang,neutral,neutral,infektion,überblick,Die Infektionszahlen bei Fußballern liegen deutlich über dem Bundes-Durchschnitt.
db503218-e7f2-4be0-ad86-873c78d03b7d,2020-10-16,02:32,0,knielang,,,,,"Trump verbreitet weitere Falschaussagen zu Masken  Aber der wirkliche Brüller von ihm heute war: ""Excess mortality, we're a winner"""
32bcd751-f7aa-4c17-bf5a-ea168fdec71b,2021-06-22,07:25,0,knielang,,,,,"Die aktuellsten Zahlen aus dem UK: Die Inzidenz liegt nun über 100, mit einem wöchentlichen Zuwachs von 31%. Vom 4.-18. Juni sind die Hospitalisierungen um 46% gestiegen, die Sterberate steigt um 12% wö. Die beiden letzten Werte liegen noch auf einem niedrigen Niveau. Es zeigt aber: es gibt keine höheren Inzidenzen zum ""Nulltarif"" und das UK hat schon eine relative hohe Impfquote. Bei einer sehr hohen Impfquote gibt es wiederum keine steigenden Inzidenzen mehr. In der Zwischenzeit kann man mit einfachen Maßnahmen gegen steuern."
006f2652-d8e2-41c2-8f91-0ede996402a3,2021-07-14,16:38,0,knielang,,,,,"Das UK meldet 42.302 Neuinfektionen und 49 Todesfälle. Die Inzidenz steigt somit auf 357, +28% wö. und die Sterberate steigt auf täglich 0,48/Mio, +42% wö. und ist bereits deutlich höher als im EU-Mittel. Dazu 3.236 Hospitalisierungen in den letzten 7 Tagen, +54%. (Stand gestern)"
34882094-f400-46a8-ad13-b50dc8d31b53,2020-11-20,11:55,0,knielang,neutral,negative,infektion,überblick,"Das 7-Tage-Mittel liegt in D jetzt bei 18.353 Infizierten (Vortag 18.337) und 204 Toten (Vortag 198). Es ist im Vergleich zu letztem Donnerstag um 2,7% gesunken, bei den Toten um 30% gestiegen. Auch wenn das 7-T-Mittel zum 2.Mal leicht gestiegen ist, liegt es unter dem Wert der Vorwoche. Stagnation, Babyschritte."
05a4b0e5-27ff-4c13-8c4d-61f387bd8175,2020-11-14,13:47,0,knielang,,,,,"Polen hat am Samstag so viele Corona-Tote gemeldet wie noch nie seit Beginn der Pandemie. Innerhalb von 24 Stunden seien 548 Menschen mit dem Virus gestorben, ...  Das 7-Tage-Mittel liegt bei 344 Toten, das sind etwa 9,1/Mio und einer der höchsten Werte in Europa. Der EU-Schnitt liegt bei 6,3/Mio, in D knapp unter 2/Mio."
adbf5463-7cdd-49a1-b53c-0e6c3407bfb3,2021-04-26,13:10,0,knielang,,,,,"In der Hauptstadt Bangkok und 49 weiteren Provinzen gilt seit Montag eine Maskenpflicht an öffentlichen Orten.   Bei anscheinend sehr hohen Geldbußen (der Betrag geht hier nicht durch). . Ah, jetzt doch ..."
51670cb9-2e2b-4523-99c8-e574f22530dd,2021-02-06,13:56,0,knielang,,,,,"Seit November sind in D 50.000 Menschen an Covid gestorben, der Grund dafür war das exponentielle Wachstum der Infektionen seit August, insbesondere im Oktober. Der shutdown kam 2 Wochen zu spät und war anfänglich zu weich (kein ""Wellenbrecher""), eine Halbierung der Inzidenz hätte zu etwa 25.000 Toten weniger geführt."
c0c71e63-8c91-45c3-b6ce-024c371a51e8,2021-02-22,18:11,0,knielang,,,,,"Die Pandemielage hat sich in Ungarn zuletzt wieder verschlechtert. Am Montag meldeten die Behörden des Landes mit zehn Millionen Einwohnern 2623 Neuinfektionen mit dem Coronavirus - fast doppelt so viele wie am Montag vor einer Woche.  Die Inzidenz hat sich seit Anfang des Monats verdoppelt, auf jetzt etwa 160. Die Zahl der Covid-Toten ist auch leicht angestiegen, auf 8,8/Mio, im Vergleich bei uns 4,9/Mio."
c0c71e63-8c91-45c3-b6ce-024c371a51e8,2021-02-22,17:05,0,knielang,,,,,"Der Anteil derjenigen, die bei einem positiven Testergebnis die Corona-Warn-App nutzen, um ihre Kontakte zu informieren, ist derweil auf etwa 60 Prozent gestiegen,  Das ist gut, ich frage mich nur wie viele von denen die lauthals Öffnungen fordern noch immer ohne App unterwegs sind. Warum sind die nicht bereit selber einen Beitrag für ihre Forderungen zu leisten? Übrigens wird eine App niemals registrieren können wo und wann eine Infektion stattgefunden hat, das ist auch nicht der Sinn der Sache."
13b0151a-2b65-4c32-86bb-40ab91098fe8,2020-10-13,18:24,0,knielang,,,,,"Auch Italien meldet einen neuen saisonalen Höchstwert mit 5.901 Neuinfektionen und 41 Toten. Hochzeiten u.ä. nur noch mit max 30 Personen und keine ""Parties"", weder in Clubs, Restaurants, open-air oder privat."
a6d49e12-6271-4a3b-8237-a0e7732b338f,2021-03-28,12:55,0,knielang,,,,,"Die täglich weltweit verimpften Dosen entsprechen 0,19% der Gesamt-Bevölkerung, in Kroatien und den NL sind es jedoch nur 0,18%, in Bulgarien nur 0,14%. Bei uns sind es 0,31%, alles im 7-T-Mittel."
