ID,Date,Time,Comment Level,Username,Comment
4eda0df2-5709-4257-a49e-862ee33d91ec,2021-03-27,20:13,0,Frietjoff,»Serbien impft Menschen aus Nachbarländern gratis«  Kann doch gar nicht sein. Das ist doch »Balkan« und die kriegen doch gar nix auf die Reihe! /s
365c7c4f-c0d2-4f19-9c2a-ec24d13c354b,2020-11-22,15:39,0,Frietjoff,"Wenn hier was inszeniert war, dann Janas »Ey, ich hab doch gar nix gesagt« Krokodilstränen. "
d953ad6b-d3d5-4bcb-ba41-a3f6857a187b,2020-04-12,00:22,0,Frietjoff,"Trump kann gar keine Öffnung anordnen oder auch nur erlauben.   Na ja, zumindest nicht außerhalb von Militärbasen und ein paar Bundesgebäuden.  Allein deswegen ist das nur Gelaber."
4c865038-ece9-4325-99f2-29e84f14d1da,2021-02-08,14:13,0,Frietjoff,"»Mehrere Bundesländer haben BEREITS Förderprogramme für die Anschaffung von Luftreinigern ins Leben gerufen.«  Das ist doch der blanke Hohn.   Meine Kinder gehen zur Zeit in Nordamerika zu Schule (eine ganz normale Kiez-Regel-Grundschule). Hier wurden diese Konzepte im März 2020 erarbeitet und werden seit April konsequent angewendet. So sind die Schulen trotz lange extrem hoher 7-Tage-Werte (wochenlang zwischen 300 und 500) im Kreis gut durch die Pandemie gekommen, mit keiner einzigen Fallhäufung in den Schulen.   • Alle Schüler haben schuleigene Chromebooks (die bedürftigsten seit Anfang April, alle anderen seit Herbst). • Gibt es an einer Schule einen Covid-Fall, wird der Schulbetrieb bis zum Ende der Kontaktverfolgung auf reinen Online-Betrieb umgestellt. I.a.R. ist das höchstens ein Schultag. (Die regionale Schulverwaltung macht ihre eigene Kontaktverfolgung.) • Es gilt eine konsequente Maskenpflicht, auch im Unterricht und dem Pausenhof, auch für die jüngsten Grundschüler. Seit dem 2. Schultag ist das kein Thema mehr und selbstverständlich. • Alle Schüler haben die Option, ausschließlich Onlineunterricht zu machen. Es kann flexibel zwischen Online- und Gebäudeunterricht gewechselt werden, ja nach Lage in den Familien. Prinzipiell können Eltern wöchentlich entscheiden, ob ihre Kinder am Online- oder Gebäudeunterricht teilnehmen sollen. (In der Realität sind Wechsel selten, weil sich die Bedürfnisse nicht so schnell ändern.)  Der Onlineunterricht läuft übrigens technisch völlig problemlos, mit täglichem Live-Unterricht von mindestens 4 Zeitstunden am Tag. • Während des Unterrichts wird nicht gelüftet. Dazu ist es hier im Winter viel zu kalt. Aber konsequentes Maskentragen und Abstandhalten reichen anscheinend aus. Es gibt immer mal wieder Einzelfälle, aber bisher anscheinend keine Cluster, die auf eine Verbreitung INNERHALB der Schule schließen lassen.  Geht also alles, wenn man nur will und sich nicht darauf verlässt, dass bald sowieso wieder alles normal ist."
fef89e8e-b1fc-4fd5-8cc3-830965e516b0,2020-10-19,00:18,0,Frietjoff,"»Aber das war doch in einer Region, in der es gerade kaum Fälle gab! Wie konnte das nur DA … ?«  Immer dieselbe Leier! Die amerikanischen Prairiestaaten North und South Dakota waren bis in den Sommer hinein auch weitgehend verschont geblieben.   Was macht man also? Richtig, ein Bikertreffen mit 50'000 Teilnehmern aus der ganzen USA und ohne jede Masken- oder Distanzregeln! Warum auch nicht? Am Ort war ja alles ruhig! 🙄 Und seit Wochen führen die beiden extrem dünn besiedelten Dakotas die US-Infektionslisten an, mit Wochenzahlen pro 100'000 von aktuell 600 Fällen, Tendenz weiter stark steigend.  Und so muss eben jeder die Fehler der Anderen immer und immer wieder wiederholen. In Meck-Pomm und Sachsen-Anhalt feiern die Leute auch gerade wieder, als wäre es 2019. In ein paar Wochen oder Monaten ist der Katzenjammer dann wieder groß und »keiner hat es kommen sehen«! 🤦🤦"
349e935d-eddf-4b11-854d-d9a4ebc556f0,2020-04-06,14:26,0,Frietjoff,"Besuche bei Verwandten und Freunden ohne triftigen Grund (Pflege etc.) sind immer noch nicht bundesweit untersagt!?   Mann, Mann, Mann, je länger wir hier inkonsequent bleiben, desto länger zottelt sich die Sache hin. Blieben wir (außer Leute in lebenserhaltenden Jobs) einfach alle einen Monat zu Hause, wäre der Drops erst mal gelutscht.   Aber nein, weil hier immer wieder Extrawürste gebraten werden müssen, werden wir noch Monate so weiter machen müssen."
c3ba765d-a0c2-4a3f-b881-4e590366a3f5,2021-07-05,18:43,0,Frietjoff,"Herdenimmunität wird eine Illusion bleiben, solange man Kinder unter 12 gar nicht impft. Fast jeder hat Kontakt zu Kindern, sodass die (falls komplett ungeimpft) das Virus immer wieder in fast jede Familie eintragen würden.   Also: Alle impfen, dann ist gut."
9390b895-42a1-48e6-b78b-c390d155f438,2020-09-03,01:07,0,Frietjoff,"Das einzige, worum Meuthen sich anscheinend sorgt, ist die Kontrolle durch den Verfassungsschutz. Die Positionen der Reichsflaggen-Schwenker? Pffft. Völlig egal.  Und natürlich muss die AfD eine demokratiekritische Protestpartei bleiben, wenn sie überleben will.   Rechts von der Union ist einfach kein Platz, der noch auf dem Fundament der freiheitlich-demokratischen Grundordnung steht. Das haben DSU, Schillpartei, Stattpartei und wie sie alle hießen bewiesen.   Der Antagonismus weiter Teil der AfD zur parlamentarischen Demokratie ist (aus Sicht ihrer Wähler) kein bedauernswerter Zufall, sondern ihr Verkaufsargument schlechthin!"
fe43f104-d678-45ae-855f-e441bafecb7e,2020-05-06,02:14,0,Frietjoff,"Na ja, warten wir erst mal ab.   Trump KANN einfach keine schlechten Nachrichten verkünden, ohne kurz darauf haltlose Versprechungen zu machen, dass alles schon sehr bald wieder gut sein werde.   Sein planloser Aktionismus ist nur von seinem naiven Wunschdenken gelenkt. Gleichzeitig ist er aber viel zu dünnhäutig, um Millionen Tote in Kauf zu nehmen, die eine fast ungehemmte Ausbreitung des Virus fordern würde.   Also wird er, wenn sich der Anstieg der Todeszahlen wieder beschleunigt, doch wieder reagieren.   Die vier Wochen bis Anfang Juni sind in diesen Zeiten eine halbe Ewigkeit. Wie gesagt, warten wir erst mal ab."
66d6e155-bfdd-40f0-99cd-c5d1805c9b72,2021-01-31,15:59,0,Frietjoff,"»Das Ministerium nannte keine Gründe für die Lieferung an die palästinensische Autonomieverwaltung.«  Da kann ich, glaube ich, helfen: Hasbara."
ef3ed5b3-f09a-418e-80ee-dbc95df97cb0,2021-04-29,17:02,0,Frietjoff,"Epidemiologisch vernünftig UND verfassungsrechtlich unumgänglich.  Ist doch prima, wenn (Natur-)Wissenschaft und Recht so wunderbar in Einklang stehen.   (Die Meckerpötte werden immer was zum Meckern finden.)"
2d897a43-cfca-43a8-bfd3-251dbc977281,2020-11-01,16:30,0,Frietjoff,"Setzt euren Schulkindern doch WENIGSTENS (auch im Unterricht) Masken auf!   Das läuft hier bei uns seit September völlig problemlos. Am Ende des 1. Schultags hatten sich alle an die Masken gewöhnt und das war kein Thema mehr.   (Ausnahme: Kinder mit schwerwiegenden Behinderungen, für die selbstverständlich angepasste Konzepte verwendet werden.)"
eec45d68-aab5-4fcf-b531-cef72de9cbea,2020-11-23,19:01,0,Frietjoff,"Hildburghausen, das ist (sprachlich, kulturell, mental) Franken. Auf der anderen Seit der politischen Grenze sieht es ja auch düster aus. "
684531f7-a0ec-4558-b511-afd4a3367c5d,2021-05-09,08:45,0,Frietjoff,"Sorry, aber der Ethikrat sieht den Wald vor Bäumen nicht mehr.   Solidarität und Gerechtigkeit ist NICHT: Ich gönne anderen nur, was ich selbst haben darf (oder wenn ich irgendetwas zum Ausgleich bekomme).  Solidarität und Gerechtigkeit ist: Wir haben alle viel durchgemacht und viel verloren. Jeder, der jetzt wieder mehr machen kann (ohne sich und andere zu gefährden), ist ein Gewinn* für uns alle.    ________ * und zwar ganz real: Geimpfte, die wieder »raus« dürfen, helfen der Volkswirtschaft, helfen dem Gesundheitssystem (Stichworte mentale Gesundheit, körperliche Betätigung), helfen ihren Familien (Kinderbetreuung etc.) "
0abc42cd-95a4-4d7c-9ce7-c367a66306e3,2021-03-11,15:28,0,Frietjoff,"»Wirksamkeit zwischen 57 und 72 Prozent«  Ganz groß, im ersten Drittel des Artikels  »Vor schweren Krankheitsverläufen schützen allerdings alle Impfstoffe mit nahezu absoluter Sicherheit.«  Am Ende eines Absatzes, viel weiter hinten. 😦"
76aab31b-ad5f-4b85-9055-7d82a53831f5,2021-05-15,22:31,0,Frietjoff,"> Maskenpflicht in Schule bleibt in den USA erhalten  Eine MaskenPFLICHT in Schulen kann die CDC bestenfalls in den Militär- und Serviceakademien (letztere: Offiziersschule der Handelsmarine und Universität des uniformierten Gesundheitsdienstes) in direkter Verwaltung des 🇺🇸 Bundes anordnen. Das sind gerade mal SECHS Schulen.   Für die tausenden anderen sind die Länder zuständig.   (Die Empfehlung ist natürlich völlig richtig, solange Schülys noch nicht geimpft werden können.)"
32bcd751-f7aa-4c17-bf5a-ea168fdec71b,2021-06-22,18:26,0,Frietjoff,Drosten: Schulferien bringen eine Entspannung bei der Verbreitung von Delta. Stiko: Gesunde Kinder brauchen nicht geimpft zu werden.   Finde den Widerspruch! 
4bb57eb5-7c75-436c-ba4d-5d92a02e522c,2020-07-03,02:14,0,Frietjoff,"Tja, das ist schon ein sehr interessantes Experiment, das hier in den USA abläuft.   Die Covid-Zahlen verschieben sich gerade mit rasanter Geschwindigkeit von den demokratisch regierten Bundesstaaten (die Westküste und der Nordosten, die einfach am frühesten getroffen worden waren, als noch niemand richtig wusste, was los war) in die Trumper-Bundesstaaten (deren Regierungen mit republikanischen Idealen ja nichts mehr zu tun haben).  Die Frage ist nur, wie lange machen die Menschen das, bei aller Verblendung, mit? "
e8560b1a-3e3d-4eb7-a72e-fb8bff6f27fe,2020-09-10,00:08,0,Frietjoff,"Leider wird selbst DIESES unglaubliche Vergehen Trumps an der eigenen Bevölkerung wahrscheinlich keinen nennenswerten Sinneswandel bei seinen Anhängern auslösen.   Die sind so verblendet wie die meisten Deutschen es noch im April/Mai 19‍45 waren. Alli‍ierte Pa‍nzer mögen schon im Nachbardorf gestanden haben. An den »Endsi‍eg« glaubten viele weiter. Erst als die Panzer vor der eigenen Tür vorbei rollten, war damit Schluss. "
90069017-7bc5-4e53-aab7-8432f7875098,2020-05-08,22:06,0,Frietjoff,"Ein gemischtes Bild  GUT: Die Betreuung von Kindern mit Behinderungen ist sinnvoll und auch dringend nötig. Behinderungen können so stark sein, dass Eltern das allein gar nicht schaffen können. Oft hatten sie schon eine enge Betreuung seit der Geburt der Kinder bzw. dem Manifestieren der Behinderung. Diese Eltern kann man nicht so lange allein lassen. Das ist grausam und kontraproduktiv.  SCHLECHT: Aber MEINE und viele andere Kinder brauchen vor den Sommerferien keine Betreuung. Meine Frau und ich können von zu Hause arbeiten und kommen ganz gut zurecht. Und wozu soll ein Schul- oder Kitaaufenthalt von 2 Tagen gut sein?! Das ist pädagogisch sinnlos und höchstens gerade lang genug, sich anzustecken. Das hat einiges von Jodeldiplom. »Da haben wir vor den Ferien noch mal was gemacht.« "
3c8b1505-a2de-44e0-ad1f-717c7f2a8837,2020-06-02,17:27,0,Frietjoff,"„Lockerung“ = Gefahr vorbei = alles ist erlaubt  Mehr kommt bei hoi polloi leider nicht an. Von daher sind solche Erklärungen gut gemeint, aber müßig."
e28684db-6f51-417a-9c88-471b867b514f,2021-03-29,21:46,0,Frietjoff,"Es scheint hier (ich lebe z.Zt. in den USA) gerade von Mangel zu Überangebot zu kippen.   Vor zwei Wochen musste man zum nächstgelegenen Impfpunkt oft noch eine Weile fahren. Aber über das Wochenende hat hier eine Schule eine Impfklinik für alle über 18 abgehalten, nächste  Woche gibt es hier im Kreis weitere Impfkliniken und heute bekam ich mehrere Anrufe mit Terminangeboten für eine ältere Bekannte, für die ich die Terminsuche übernommen hatte. "
f27b4dfc-c5e3-4073-91eb-145cf890d894,2020-06-17,21:23,0,Frietjoff,"»Die Hotline-Nummer der App sei sehr kompliziert«  OK, das sagt ja dann eigentlich alles. Eine Telefonnummer (die man übrigens auf dem Telefon nur einfach antippen muss, um sie zu wählen) ist »sehr kompliziert«.  Sie lautet übrigens 0800 754 0001.  Wer nicht schafft, bei vorhandenem Smartphone eine Telefonnummer anzurufen, wie soll man dem helfen?"
bc99f485-b716-45f0-957b-6d7d8d1079dd,2021-03-01,17:51,0,Frietjoff,"Sich mit dem AZ-Impfstoff öffentlich impfen zu lassen wäre gut für die Impfbereitschaft der Deutschen und würde so Leben retten – aber es birgt politische Fallstricke.   Ist es wirklich ein Wunder, dass die Kanzlerin sich für letzteres entscheidet?  P.S. Obwohl ich nie Unionswähler war, habe ich Merkel immer gegen polemische Angriffe verteidigt und für ihr entschlossenes Handeln 2015 sogar gelobt. Aber beim Impfdesaster gibt sie wirklich keine gute Figur mehr ab."
9d8a87cd-69e3-4163-bf68-50cfd4ba0638,2020-10-09,13:27,0,Frietjoff,"»Menschen, die sich in Berlin oder Frankfurt aufgehalten haben«  Jemals!? 😬  Also man kann es mit der Antipathie gegen die Saupreiss auch übertreiben! 🤣"
64f85b16-df9c-494f-bf13-212b1d36388c,2020-08-01,17:26,0,Frietjoff,"»die Polizei zählte 17.000 Teilnehmer. Die Veranstalter selber sprachen von 1,3 Millionen.«  Tja, diese Leute verschätzen sich halt gerne mal um das 76-fache. Wären unsere aktuellen Covid-Zahlen 76 mal kleiner als tatsächlich, könnten wir ihre Wünsche wahrscheinlich erfüllen. "
716c451e-bb46-4cf7-82bc-50730fa0f4cb,2021-05-03,16:41,0,Frietjoff,"In einigen Wochen werden wir ein Überangebot an Impfstoff haben, aber bei weitem nicht genügend Impfwillige, um bis zum Spätsommer oder Herbst Herdenimmunität zu erreichen.   Damit aber überhaupt irgendwas wieder normal werden kann, brauchen wir also Impfanreize. Anders geht es nicht.  (In 🇮🇱 war es genauso; dort war die Nachfrage nach Ende der Priorisierung auch erst mal dramatisch eingebrochen. Mit Einführung der »grünen Impfpässe« ist sie dann wieder gestiegen.) "
9426bbab-ae34-4b4c-9659-d949ddb5a6df,2021-06-10,20:30,0,Frietjoff,"> 18 Euro für einen QR-Code  Wenn die Apotheken dafür die vorgelegten gelben Impfausweise gegen die Impfdatenbanken abgleichen würden, ginge das m.E. voll in Ordnung.   Aber wahrscheinlich werden sie die Daten nur (ohne jede Prüfung) abtippen. Da ist die ganze Aktion dann sinnlos. "
8f9208be-c54a-4e25-854d-997bf3679f95,2020-08-28,08:01,0,Frietjoff,»Ohne Fahrschein kostet 60 Euro. Wie setzt man so was durch?«  Na genau so.
4aaa1891-48bc-4aee-8ee2-df98166ebcf0,2021-01-30,18:08,0,Frietjoff,"[Bild oben] Ohne Masken!? 😬 Ich hoffe mal sehr, dass das ein mindestens 1 Jahr altes Symbolbild ist!   Ansonsten sehr schön dieses Engagement. Das ist übrigens kein britisches Phänomen. Solche Freiwilligenkultur kennen alle angelsächsisch geprägten Länder: Australien, Irland, Kanada, Neuseeland, USA …"
988fa345-f7a1-4961-8629-99d3cf0dab9d,2020-11-24,21:10,0,Frietjoff,"Das stimmt alles.   Aber es stimmt auch, dass, wenn Menschen, die eine Regel 1× gebrochen haben, sie mit sehr hoher Wahrscheinlichkeit immer wieder brechen werden.   Es stellt sich also die Frage: Wie viele Deutsche, die sich bisher an die Regeln gehalten haben, würden ""nur"" zu Weihnachten ""einmalig"" eine Ausnahme machen, damit die Kinder zu Oma und Opa können?   Ist die Zahl ausreichend hoch, KANN es sinnvoll sein, die Ausnahme offiziell zu erlauben, damit Leute eben nicht dieses Dammbrucherlebnis haben (""ich habe die Regeln 1× gebrochen; es ist nichts passiert; da kann ich das jetzt gefahrlos öfter machen"").   Wie wahrscheinlich das ist, hätten Demoskopen und andere Sozialwissenschaftler längst erforschen sollen.  P.S. Es geht mir nicht um mein eigenes Weihnachten. Wir müssten ins Flugzeug steigen, um zu den Großeltern unserer Kinder zu kommen – und das machen wir so oder so nicht. "
369b0b49-f3ac-44b2-ac7a-65e6e139db95,2021-04-19,20:33,0,Frietjoff,"»Teenager ab 16 Jahren« werden in einigen US-Staaten schon seit etlichen Wochen geimpft. Seit heute ist das US-weit möglich. Jeder ab 16 darf. Und es gibt in etlichen Regionen (auf alle Fälle allen, in die ich Verbindungen habe) zeitnahe Termine. Es wird z.Zt. nur mit Moderna und Pfizer-Biontech geimpft. "
70a8bba4-0642-4d71-9d59-893038348b72,2021-06-08,13:40,0,Frietjoff,"> Keine Maskenpflicht mehr für Schüler  Klar, die Inzidenzkarte ist im Moment ja viel zu grau. Orange und rot sind viel schöner! 🙄 /s  Ich bin sehr, sehr, sehr, SEHR dafür, Kindern (sowieso) und Erwachsenen fast alle Aktivitäten wieder zu erlauben, aber eben mit Abstand (wo immer möglich) und Masken für Ungeimpfte. Dann BLEIBEN die Zahlen nämlich auch so schön niedrig, bis die Herdenimmunität durch Durchimpfung von 70% der Bevölkerung erreicht ist.   Wenn wir jetzt ALLES aufgeben, gibt es doch wieder Superspreaderevents und dann muss es eben doch wieder Einschränkungen geben. Warum tun wir uns das an?"
1a330878-ad55-4b59-a8c0-8ff736bff0ca,2020-04-22,14:40,0,Frietjoff,"Und falls eine persönliche Immunität nach einer überstandenen Erkrankung oder asymptomatischer Infektion schlimmstenfalls nur wenige Monate anhalten sollte, wird es ohne Impfstoff sowieso keine Herdenimmunität geben können – es sei denn, wir wären wirklich bereit, hunderttausende oder gar Millionen von Deutschen mit Herzkreislaufschwäche oder Lungenvorerkrankungen zu opfern.   So unmenschlich sind wir hoffentlich nicht. "
44275e58-40df-4746-9e60-737f4cc4361d,2020-11-02,15:25,0,Frietjoff,"Also die Skepsis aus Deutschland und anderen Ecken hört sich für mich ein bisschen nach der offiziellen Skepsis im Februar an, was Alltagsmasken anging.   Klar, Alltagsmasken sind nicht perfekt. Aber sie helfen. Mittlerweile ist das (unter seriösen Wissenschaftlern) unbestritten.   Und wenn wir nicht bald (im Frühling?) weit verfügbare Impfstoffe haben, werden wir auch wieder auf solche Teststrategien kommen. Vielleicht schon sehr viel eher, wenn der aktuelle Wellenbrecher-Shutdown nicht erfolgreich ist.  "
57194247-6409-4911-940d-71e1ca726ea8,2020-07-25,07:48,0,Frietjoff,"Wir durchleben gerade die größte Krise seit 75 Jahren, aber 🇩‍🇪 Michel Erbsenzähler macht wegen 30 € ein Fass auf.  Super. 🙄"
5f1b22ae-3945-4259-89f2-a00317612c74,2021-07-08,12:17,0,Frietjoff,"> In den vergangenen Wochen wurden knapp 400 Coronainfektionen in Sydney registriert.  In einer 5-Millionen-Metropole. Das ist also eine Inzidenz im einstelligen Bereich. Wäre bei uns ja kein Anlass zur Sorge. Aber die Australier machen jetzt mal KURZ alles dicht, damit sie danach wieder ein halbes Jahr oder so normal leben können. Das hat bisher gut funktioniert. "
19699b43-c2a8-4e72-bef7-4db80f6af5e2,2020-10-09,01:29,0,Frietjoff,"»EU-Parlament schlägt DEUTSCHLANDS* Kompromissangebot aus«  Sonst hört es sich so an, als gäbe es da einen Konflikt des Landes Berlin mit dem EU-Parlament."
ce223dbb-5e0c-4ba2-bdc9-97af68d69a6f,2021-01-30,17:03,0,Frietjoff,"Aber generell ist die Zahl der Schwangerschaften eingebrochen. Mit stärkerem Kinderwunsch durch Covid hat der Anstieg bei IVF sicher nichts zu tun, sondern nur mit den im Artikel genannten »Randbedingungen«. "
d186227a-2d0f-4df5-8e68-7e7a2d265fb4,2021-03-01,18:37,0,Frietjoff,"»Maske im Park – ist das sinnvoll?«  Was meine und die Kinder unserer Freunde angeht: eindeutig ja. Denn die denken nicht immer daran, ausreichend Abstand zu halten (was auch schwer ist, wenn man spielt und tobt), nicht direkt in Richtung anderer zu rufen, schreiben, singen …   Und natürlich helfen Masken auch im Freien, wenn sich Menschen über einen längeren Zeitraum länger beieinander aufhalten. In gewisser Hinsicht sind Masken draußen vielleicht sogar wichtiger als drin. Draußen gibt es kaum die Möglichkeit der Infektion über mit Aerosolen gesättigter Luft. Da kann man sich überhaupt nur infizieren, wenn man direkt »angeamtmet« oder angehustet wird.   Wenn man hingegen 6 oder 8 h gemeinsam im Klassenzimmer oder Büro sitzt, kann man sich trotz Maske leicht infizieren, wenn die Aerosolkonzentration hoch genug ist.  So – und wenn es also für Kinder sinnvoll ist, ist es auch für Erwachsene sinnvoll, mit gutem Beispiel voranzugehen. "
56b07e11-63b1-4db3-a941-8d0709b32274,2020-04-22,20:05,0,Frietjoff,"Trumps Monumentalwerk ist übrigens bereits an hunderten, wenn nicht tausenden, Stellen durchlöchert. Jede Reparatur kostet die amerikanischen Steuerzahler im Schnitt 650 Dollar.   Investition auf Seiten der Drogen-, Waffen- und Menschenschmuggler: ein neues Blatt für den Trennschleifer. "
333ad4be-4ebd-4ab0-928f-64ad5173af88,2020-07-23,17:30,0,Frietjoff,Was heißt das dann für die Schulen im Herbst? Auf Sportunterricht in der kalten Halle eher verzichten?
be17ffc1-b4e3-4c16-aaa6-65d03344c475,2020-06-17,20:48,0,Frietjoff,"Von 500 Tests waren 400 positiv? Also eine Infektionsrate von 80%!?  Das ist ja die Durchseuchung, von der die Lasst-Oma-sterben-damit-ich-wieder-clubben-kann-Fraktion träumt!"
aa6fd8ca-223b-4cc3-9b40-0da3fb87f529,2021-04-10,10:55,0,Frietjoff,"»EU endlich führend bei Impfungen«  … ist die einzige Schlagzeile, die ich zu EU und Impfung lesen möchte.  Wo das Zeug hergestellt wird, ist sowas von egal, wenn es nicht auch in Europa verimpft wird. Die Welt zu versorgen ist wunderbar, aber das entbindet mein geliebtes Europa 🇪🇺 nicht von seiner Verantwortung für die eigenen Bürger. "
