,ID,Date,Time,Comment Level,Username,Comment,TimeLabel,PREDICTIONS
17,9884e246-e839-4f12-964b-29d24cbcd8f7,2020-01-28,10:54,0,BeatAdlerKinDRC,"Frage an mitlesende Fachleute:  Angenommen jemand traegt das Virus in sich, zeigt aber noch keinerlei Symptome: Kann der Schnelltest bei einem Rachenabstrich das Virus erkennen?  Danke fuer die Antwort im voraus. mfG Beat Adler ",2020-01,neutral
18,3bb0e4b8-19bb-4f6b-af02-800b64938952,2020-01-29,13:15,0,Th4nd0rm4n,"Tja es kommt wohl eine Zeit, dass man alte Tuberkulosekliniken im ländlichen Raum wieder ertüchtigen kann.",2020-01,neutral
19,d8370dd5-d30b-4228-b47e-5481acc2f349,2020-01-31,17:50,0,Anindo-8GHR5fPZg,"Schlechte Nachrichten aus China. Nach einer wissenschaftlichen Vorab-Studie ist R0 bei 4,08 (Grippe = 1), also im Schnitt steckt ein Infizierter 4 weitere an, obwohl die alle Masken tragen. Fatality-rate ist 6,5% (0,05-0,1% bei Grippe) und etwa ein Fünftel braucht die Intensiv-Station. Die Quelle ist äußerst glaubwürdig, siehe ""Coronavirus Alert: New Data of Ro 4.1 = Massive Contagion Risk"". ",2020-01,neutral
20,5c63b30b-0367-4b1f-8b20-527dc2233576,2020-01-27,11:40,0,Dietrich-kqE5ZEIZg,"In Frankfurt laufen gerade seit dem 24. Januar bis ca. 28. Januar drei verschiedene Messen, auch mit chinesischen Fachbesuchern. Wie man am Sonntag in verschiedenen Lokalen sehen konnte, waren diese Fachbesucher auch gut in Kontakt mit diversen Menschen anderer Nationen. Von daher möchte ich Quarantänemaßnahmen für unzulänglich halten. Vielleicht sollte etwas mehr Gelassenheit geübt werden.",2020-01,neutral
21,16505dcd-2af6-4edb-a042-4e4e7d70e384,2020-01-30,21:05,0,Lukas-_IT0y7EZg,"Die Weltgesundheitsorganisation hat sich seit 2005 erst fünf Mal zu diesem Schritt entschieden Man tausche das Wort ""erst"" mit dem Wort ""schon"" und es bekommt einen ganz anderen Geschmack... Und die WHO war die letzten Tage schon sehr zurückhaltend. DAS macht eher Sorge. Künstliches Dämpfen. Vorgestern hieß es offiziel von der WHO, Masken sind nicht nötig, wie Dirk Müller sagte, nur zwei Tage später sieht's gänzlich anders aus. Das tückische an dem Virus ist, das 2 Wochen lang kaum Symptome auftreten, obwohl man voll infiziert und ansteckend ist. Kontrollen bringen wenig und die Aussagen, man sei so gut wie möglich vorbereitet ist auch Deutungssache: Wie begrenzt ist das Mögliche?",2020-01,negative
22,69ba4d81-8835-4666-87e0-c051644ae09f,2020-01-27,11:14,0,claus7447,Vermutlich sind es deutlich mehr Deutsche bzw. Eiropäer die in Wuhan bei deutschen Firmen arbeiten. Schwierig eine Situation aus der Ferne einzuschätzen.,2020-01,neutral
23,7090f634-0c7c-417e-9394-3f08c88674bf,2020-01-24,08:49,0,Erika-P6yz--PWg,"Bereits vor zwei Tagen wurde aus Wuhan berichtet, dass man 5000 Intensivbetten bereit halte. Dieser Virus schlägt offenbar gleich sehr heftig zu. Ein Patient berichtete, dass er hohes Fieber bekam, sich übergeben mußte und recht kurz darauf ins Koma gefallen sei. Er wurde dort in einer Klinik behandelt und ist inzwischen über den Berg.. Mit Hochdruck ist man derzeit in den Laboren dabei, einen Impfstoff zu entwickeln.",2020-01,neutral
24,3e4642e2-af1c-465d-ae76-2b1b3ef83e41,2020-01-26,10:25,0,Harburger,"Bei dem SARS Ausbruch 2003 hörte ich in Peking den Vortrag eines (nicht-chinesischen) erfahrenen Tropenarztes, der damals einigermaßen beunruhigt und beunruhigend war: Das Entstehen eines Erregers, der unbekannt und nicht behandelbar ist, sei nicht eine Frage des OB sondern eine Frage des WANN. Ich nehme an, die gegenwärtige Reaktion auf diesen Ausbruch in Hubei hat damit zu tun, dass die Gefahr einer nicht zu steuernden Pandemie latent vorhanden ist.",2020-01,negative
25,39a0e510-4a89-4871-8c08-675253f60f55,2020-01-29,18:36,0,Bert-Uz_LgrsWR,"Ich soll eigentlich mit 4?Kollegen Anfang März nach Peking fliegen. Natürlich überlegen wir jetzt, das Ganze zu verschieben. Dabei ist tatsächlich die „ amtlichen „Informationen keine Hilfe ( siehe Website Auswärtiges Amt), auch die der Fluggesellschaften nicht.(außer BA) ",2020-01,neutral
26,39a0e510-4a89-4871-8c08-675253f60f55,2020-01-29,19:25,0,Thomas--_GNZ9yWR,"Was wissen wir  von diesem Virus? Was wissen wir über die medizinische Versorgung z. B. in Wuhan?  (Wieviel Ärzte/Krankenhäuser gibt es dort? Wie ist die allgemeine Hygiene einzuschätzen?) Welche Menschen sind an den SARS/Wuhan Coronavirus gestorben (arm, reich, alt, jung..) China greift nun auf alte afrikanische Bräuche zurück: Falls es in einem Dorf zu unbekannten, unerklärlichen Krankheiten mit Todesfällen kommt, wird das Dorf isoliert.  Die betroffenen Dorfbewohner werden versorgt. - bis es keine Kranken mehr gibt. Was soll uns die kompetente EU-Bürokratie sagen? Ist sie überhaupt kompetent? Oder ist das nur ein Abschieben von Verantwortung?",2020-01,negative
27,8a078f1b-dcc4-4b6b-9fa2-1ab555eddd2d,2020-01-31,11:40,0,Hans-V97lbMPWg,"Jetzt hat der Evakuierungsflug der Bundeswehr vom Flugplatz Köln-Wahn aus nach China abgehoben. Auch wenn der Flughafen Köln-Bonn nicht gerade groß ist, ist er noch lange kein Flugplatz. Der nächstgelegene Flugplatz wäre in Hangelar oder Kurtekotten, da würde solch eine Maschine aber nicht starten oder landen.",2020-01,neutral
28,31eddd7e-148d-4e2e-8d4f-840318a54d75,2020-01-31,06:43,0,HadschivomBerge,Und bei allem Getöse findet in Nürnberg die Spielwarenmesse mit 360 chinsesischen Ausstellern statt.  Wird Bayern jetzt auch abgeriegelt?,2020-01,neutral
29,d8370dd5-d30b-4228-b47e-5481acc2f349,2020-01-31,15:08,0,Draco_Temporary,"Wird eigentlich auch bei jeden einzelnen neuen Grippe-Infizierten ein Artikel rausgebracht? Oder übersehe ich nur die Hunderten Artikel?  Bisher verstehe ich das so, dass das Corona Virus nicht gefährlicher ist als die ""gemeine"" Grippe.  Außer dass es offenkundig hochansteckend ist, sehe ich nicht die Gefahr, die eine solche Panikmache durch die Berichterstattung rechtfertigen würde.",2020-01,neutral
30,31eddd7e-148d-4e2e-8d4f-840318a54d75,2020-01-31,13:29,0,dschungelmann,"Kambodschas Gesundheitsminister liess heute verlauten , dass Kambodscha sicher ist, da es hier zu warm für das Virus ist. Ne echt, kann man in der Phnom Penh Post nachlesen. So sieht hier die Vorsorge aus. Hab mir vor Lachen den Kaffee aufs Ei gespuckt, obwohl....lustig ist das nicht. ",2020-01,negative
31,3e4642e2-af1c-465d-ae76-2b1b3ef83e41,2020-01-26,14:49,0,Holger-o1xqCdPZR,"Alle Berichte kommen von und aus den Städten  Meine Bekannte aus DongGuan schrieb mir heute Mittag eine Mail das die Infos in China geschönt sind und das es in den ländlichen Gebieten wenig bis keine Ärzte sowie Maschinen, wie sie schreibt, zur Erkennung des Virus vorhanden sind. Die richtigen Probleme werden nächste Woche auftauchen wenn die Betriebe wieder ihre Leute brauchen.",2020-01,neutral
32,5c63b30b-0367-4b1f-8b20-527dc2233576,2020-01-27,10:55,0,reinhard-7R1nVnPWR,"Kritsch , da bis zum Ausbruch  der Krankheit 14 Tage vergehen, in der jedoch der Mensch schon stark infektuös ist. Es geht also nur durch Quarantäne , Einreiseverbote und Warnungen vor Reisen nach China.",2020-01,neutral
33,b54cc5c6-1973-41f9-b2e5-48bf87aa1bea,2020-01-31,10:49,0,Berthold-g5TcRxPWg,"Zwei Krankenhäuser in zwei Wochen zu bauen ist super und zeigt zugleich die eine gewisse Hilflosigkeit.  Das Coronavirus wird sich von zwei Krankenhäusern nicht beeindrucken lassen. Bleibt zu hoffen, dass die Wissenschaftler erfolg haben und die Regierung in China wie überall auf der Welt ein gutes Händchen haben und die Bevölkerung ruhig bleibt. Ich denke dann klappts den Umständen entspechend gut.",2020-01,neutral
34,3bb0e4b8-19bb-4f6b-af02-800b64938952,2020-01-29,14:20,0,Julexxx,"Was für ein Rumgeeier: das Wort ""Quarantäne"" vermeiden, niemanden ""gegen seinen Willen in einem Krankenhaus festhalten"", oh mein Gott... Entweder ist die Situation vor Ort gefährlich, dann soll man die Menschen evakuieren, zu den Bedingungen derer, die die Evakuierung durchführen. Ist die Situation vor Ort nicht sooo gefährlich, können die Menschen auch dort bleiben. Ist nur gerade unbequem... Ich finde übrigens den Begriff ""Quarantäne"" angenehmer als ""Isolation"". Isolation erinnert an Haft, Quarantäne an eine medizinische Maßnahme. ",2020-01,negative
35,2a747240-7fb9-4ade-8b3e-d8eb8f309e3e,2020-01-31,17:17,0,Tina-ta9TLMEWR," Die Mitarbeiter der Firma und ihre Familien sollten einfach mal 10 Tage zu Hause bleiben, um andere nicht zu gefährden. Das ist nicht Ausgrenzung sondern Rücksichtnahme.",2020-01,neutral
36,d8370dd5-d30b-4228-b47e-5481acc2f349,2020-01-31,14:21,0,Harald-cJXQuqEWR,"Entschuldigung ! Ich find die Überschrift ziemlich blöd. Das klingt als der eh bedauernswerte Vater, sein Kind mit Absicht angesteckt hätte. Der Virus sprang auf sein Kind über, oder so -wäre weniger ""Bild"" Zeitung.",2020-01,negative
37,336ae949-bc93-463c-a50a-712173f8c051,2020-01-27,05:37,0,dschungelmann,"Es ist auch in Sri Lanka sagt ein dortiger Freund.und sicher noch viel weiter. Viele Laender wie Kambodscha und Laos haben weder Infrastruktur , noch Behandlungsmoeglichkeiten. Es sind zig Mio. Chinesen auch ueber die Feiertage im Ausland unterwegs als Touristen. Rein logisch gedacht sehen wir gerade den Beginn. Gerade dirch die lange Inkubationszeit und teilweise kaum merklichen Krankheitsverlauf bei manchen Infizierten ist Entdeckung kaum bis nicht moeglich. Wie lange kann man derzeit 45 Mio. Menschen isolieren, Maerkte geschlossen halten? Da brechen doch naechste Woche ganze Lieferketten zusammen. Sehr spannend. ",2020-01,neutral
38,de833b33-3cde-472b-be83-74721591bedf,2020-01-23,16:10,0,Natus,"Seien wir realistisch: Nach 400 Toten in Berlin wird das hier ganz ähnlich laufen. Der Unterschied ist nur: In China ist Big Brother schon einsatzbereit, hier wird er dann noch in aller Eile aufgebaut werden.",2020-01,neutral
39,30355cb2-4118-4573-a57a-dcc714b284e3,2020-01-29,10:27,0,Frank--iC93MEWR,"Ja, ein neuer Virus ist erstmal nicht so schön. In Deutschland haben wir bis jetzt EINEN Fall EINER Ansteckung. Real zehntausende Fälle haben wir allerdings im Bereich der Ansteckung mit MRSA und Legionellen mit entsprechend hoher Todesrate. Hier wird mal wieder völlig sinnfrei ein Thema aufgebauscht, welches im Vergleich eigentlich gar keines ist.",2020-01,negative
40,aa09ad97-21e7-489b-a8e4-f98f21156037,2020-01-23,14:10,0,Huhu-afrjFKPWR,China ist ja so weit weg. Ist es eben nicht. ob ich 2 Stunden nach Japan fliege oder 11 Stunden nach Deutschland macht keinen Unterschied. Japan arbeitet mit Hochdruck an Praevention und Frueherkennung. Die Berliner Schlafmuetzen haben das noch nicht kapiert.  Die globale Ausbreitung von Infektionen ist eine Frage von Stunden!! Dubai der perfekte Verteiler auf 3 Kontinente. Was wir mit kontinentalem Schleusen von Menschenmassen geschaffen haben ist das epidemiologische Grauen.,2020-01,negative
41,b54cc5c6-1973-41f9-b2e5-48bf87aa1bea,2020-01-31,10:51,0,Peter-emOwb8yWR,"Also erstmal bin ich immer baff wenn ich das höre, die Chinesen schinden sich und ziehen kurz aus dem Nichts irgendwas hoch - diesmal Krankenhäuser.  Auf der anderen Seite sollte und das zu denken geben... ",2020-01,negative
42,9ba255ce-5fc9-4e42-9e9c-531a8a7a77ef,2020-01-31,16:43,0,Manuel-4lf49MsWg,Das wäre denkbar wenn das Virus sich auf China beschränken würde. Es ist aber schon in mehr als 20 Ländern. Davon abgesehen geht es um sehr viel mehr als Wirtschaftswachstum.,2020-01,neutral
43,1cebcf7e-8b40-4894-a7e2-4599c9cc622e,2020-01-18,17:56,0,Gina--MQuf6PZR,"Die Warnungen und Anregungen der Wissenschaftler sollten sehr ernst genommen werden. Die Gesundheitskontrollen sind notwendig, um die Ausbreitung des Virus möglichst zu verhindern.",2020-01,neutral
44,6dec0033-5c6e-4083-8792-34f4c0e69c07,2020-01-29,12:21,0,Kollmann-8b3NPSEWg,"Eine Petition dieser Art, würde in Deutschland in der Luft zerpflückt und als rechtes Gedankengut in den Foren zermalmt. Aber ohne solchen Maßnahmen wird es schwer das Virus im Keim zu ersticken. Will ja auch irgendwie keiner. Zumindest ist unsere Regierung der Meinung. „Wird schon.....weiter so“",2020-01,negative
45,30355cb2-4118-4573-a57a-dcc714b284e3,2020-01-29,09:25,0,Bernd-i5uzosEWg,"Liebe Redaktion, ich bin mir ziemlich sicher, dass das Schild im Bild nicht in Wuhan steht. Ich vermute eher einen japanischen Flughafen, denn erstens ist der japanische Teil in größerer Schrift, zweitens macht die Aufforderung ""wenn sie aus Wuhan kommen"" in Wuhan selbst wenig Sinn. VG",2020-01,neutral
46,32619951-58fa-4227-9204-88623e5391f2,2020-01-22,09:23,0,Erika_Mustermann,Déjà-vu? https://www.spiegel.de/gesundheit/diagnose/vogelgrippe-was-wurde-aus-h5n1-a-1052490.html,2020-01,negative
47,3bb0e4b8-19bb-4f6b-af02-800b64938952,2020-01-31,10:19,0,Tiiaitsch,"Also für mich ginge das garnicht. Da muss ich dann schon 10 h oder so mit 89 anderen potentiellen Infektionsherden auf engstem Raum zusammensitzen und dann soll ich noch zwei Wochen in staatlich verordnete Quarantäne? Nicht mit mir!  So gefährlich ist das Virus nicht, an der ganz normalen Grippe sterben allein D jährlich 10.000ende. Wer nicht mit anderen Krankheiten vorbelastet ist, braucht dieses Virus nicht zu fürchten und kann sich sehr wohl selbst beobachten oder zumindest am Heimatort in Quarantäne gehen. Ich würde mich vehement gegen diese illegale Zwangsquarantäne wehren.",2020-01,negative
48,2a747240-7fb9-4ade-8b3e-d8eb8f309e3e,2020-01-31,17:42,0,Freedom,"Wie immer, Profit ist das Wichtigste.",2020-01,neutral
49,9884e246-e839-4f12-964b-29d24cbcd8f7,2020-01-28,12:41,0,Rüdiger-e7PsWxEWR,Eine erkrankte Person fliegt im Flugzeug um die halbe Welt und hat dabei wie viele angesteckt? Sie steckt die anderen Fluggäste an und fertig ist die Pandemie. Herzlich Willkommen in unserer globalisierten Welt.  Hoffentlich ist das Virus wirklich nicht so ansteckend sonst gibt es Millionen kranke. Aber irgendwann wird es passieren und wenn der Virus auf ein Land trifft das keine gute medizinische Versorgung hat dann gibt es leider viele Tote.,2020-01,neutral
50,c2a2fd3c-841f-415c-95ca-7150b07c2687,2020-01-22,10:24,0,reinhard-7R1nVnPWR,"Traurig doch, dass man den chinesischen Zahlenangaben nicht trauen kann. Die Zahlen werden laufend nach oben korrigiert und da man den Weg der Ansteckung nicht kennt, kann man auch keine Vorhersagen  treffen,  gottseidank, das Virus ist aber , verglichen mit Grippe , nicht besonders tötlich. Angaben der Chinesen : vor oder nach der Zensur.",2020-01,negative
51,31eddd7e-148d-4e2e-8d4f-840318a54d75,2020-01-31,09:17,0,dschungelmann,Ich lebe in Kambodscha. Die Regierung lehnt praktisch jedwede Massnahme ab bis auf Fiebermessung. Der geschaeftliche und touristische Flugbetrieb aus China geht normal weiter.  Nur Mal zur Kenntnisnahme. Ob das so angebracht ist anhand der kaum vorhandenen medizinischen Infrastruktur mag ich nicht beurteilen.  ,2020-01,neutral
52,aa09ad97-21e7-489b-a8e4-f98f21156037,2020-01-23,12:17,0,Klaus-ECwDmVPZR,"Ist wohl doch nicht so ohne, wie manche Politiker hier behaupten,oder?",2020-01,negative
53,3bf1fca7-dcec-4460-9b07-2b4c645406c3,2020-01-23,04:44,0,MisanthropPhilanthrop,"Die WHO vertagt die Pandemie auf morgen. Das Virus bleibt bestimmt so lange inaktiv.  Wenn der Übertragungsweg so leicht ist, ist das Virus schon längst hier (Europa + BRD).  ",2020-01,neutral
54,c0187655-268d-4b48-98a4-7073ee1735bc,2020-01-28,21:47,0,Magali Emirat-Ahfl2TPWg,"So ein Mist, jetzt hatte ich mich schon auf einen Tod durch Dieselautos, Autobahnraser  und Klimaerhitzung vorbereitet.",2020-01,negative
55,31eddd7e-148d-4e2e-8d4f-840318a54d75,2020-01-31,08:22,0,Harry-yIThznEZg,Eine Frage wird kaum diskutiert: werden Geheilte das Virus weiter in sich tragen (wie z.B. HIV) oder völlig Virusfrei (wie nach Grippe) und dann niemanden mehr anstecken können. ,2020-01,neutral
56,31eddd7e-148d-4e2e-8d4f-840318a54d75,2020-01-31,06:38,0,Theos001,"Gute Besserung an die Menschen in Wuhan und Umgebung. In der Stadt leben 8 Millionen Menschen....da wird es noch einige infektionen geben. Gestorben sind bislang wohl (wie bei der normalen Grippe) hauptsächlich ältere und immungeschwächte Menschen. Der Peak wird in 1 Woche erwartet und infiziert zu sein bedeutet nicht, das man zwangsläufig stirbt.",2020-01,neutral
57,ce9d45f4-8955-4954-8303-92f3703ade9d,2020-01-29,22:19,0,karlchen,"Vergessene  Ratschläge sind: Lassen Sie sich nicht mit fremden Frauen oder Männern ein. meiden Sie Menschenansammlungen, Alkohol, Barbetriebe jeder Art, nehmen Sie ihr eigenes Besteck und Trinkgefaässe mit, desinfinzieren Sie die Bettwäsche und alles anderen Utensilien Ihres Hotels, nehmen Sie keine fremden Zigaretten oder fremde Schreibwerkzeuge  in die Hand und so weiter. Die sicherste Empfehlung lautet, bleiben Sie lieber zu Hause.",2020-01,neutral
58,31eddd7e-148d-4e2e-8d4f-840318a54d75,2020-01-31,13:21,0,dschungelmann,Seit gestern Versuche ich Antwort auf simple Fragen: Ist das Virus airborn? Wie lange ist es auf Oberflächen aktiv.  Scheint die Experten zu überfordern oder will man dazu nix sagen?  Das sollte man doch bereits wissen.  Jemand Ahnung? ,2020-01,negative
59,2d7b19eb-9dfb-42d5-a0b7-b07dbbc544f7,2020-01-29,14:45,0,John-Ke6e-uyZR,Zur Einordnung mal bitte vergleichen:  Jede Grippesaison fordert mehr als 1000 Tote allein in Deutschalnd.   Siehe dazu:  https://www.spiegel.de/gesundheit/diagnose/grippe-in-deutschland-fast-tausend-registrierte-todesfaelle-a-1200458.html  Was bezweckt China mit diesem Aufwand?   Seht mal: ich kann von heute auf morgen 50 Mio meiner Untertanen in Quarantäne schicken?!!  Keine Ahnung!!,2020-01,negative
60,16505dcd-2af6-4edb-a042-4e4e7d70e384,2020-01-30,19:57,0,Bollocks,...aber unser Gesundheitsminister vergleicht es mit Grippe. Was für ein Horst.,2020-01,negative
61,0e7d1ffb-9aa8-49c7-a0b4-5fb8fd7db593,2020-01-29,20:23,0,Oliver-dXbYFKEWg,Verschwörungstheorien haben eben immer auch etwas romantisches. Die Realität ist so etwas von langweilig. Ganz im Gegensatz zu den spannenden Mystery Thrillern im Fernsehen. Und so eine Verschwörungstheorie bringt dann eben auch ein bisschen Farbe in den tristen Alltag.,2020-01,neutral
62,b54cc5c6-1973-41f9-b2e5-48bf87aa1bea,2020-01-31,11:04,0,Der_Fritz,"Die Mögllichkeit für China, solche Sachen zu vollbringen, besteht ja wohl hauptsächlich dadurch, daß Patienten fehlen, die sich beschweren, daß eine Tür klemmt, daß das Personal ihnen nicht ausreichend ausgebildet schien, daß Krümel unter dem Bett gefunden wurden. Die bisherigen Kommentare verstärken diese Meinung.",2020-01,neutral
